Title,Year,Released,Genre,Director,Actors,Plot,Language,Country,IMDB Rating
Kaashi in Search of Ganga,2018,26-Oct-18,Thriller,Dhiraj Kumar,"Prince Adhikari, Aishwarya Devan, Sukriti Gupta",Kaashi belongs to a family who are known to perform final rituals of people in Benaras he lives with his parents and sister Ganga and is very much possessive of Ganga.Devina a journalist arrives in town for her work and befriends Kaashi but soon Ganga disappears and Kaashi with help of Devina tries to trace her.Kaashi finds from friend of Ganga that she was dating Abhimanyu Pandey son of Balwant Pandey who left her pregnant Kaashi in a fit of range kills Abhimanyu and gets arrested where as Ganga's decomposed body is also recovered.Devina points to Kaashi that she must have been killed by someone else as Abhimanyu was not present in town at the time of her death during the verdict in court many witness testify that Ganga never existed.,Hindi,India,5.3
Dassehra,2018,26-Oct-18,"Action, Thriller","Manish Vatssalya, Saurabh Choudhary","Neil Nitin Mukesh, Tina Desai, Manish Vatssalya","It's a story of an honest police officer who is trapped under adverse circumstances. It's is a political thriller driven by crime and politics. The film revolves around the background of a politically volatile state, which shows a politician mafia network, a place of serious crimes, cunning politicians, miserable criminals.",Hindi,India,3.7
Thugs of Hindostan,2018,08-Nov-18,"Action, Adventure",Vijay Krishna Acharya,"Lloyd Owen, Aamir Khan, Amitabh Bachchan","The menacing John Clive has the Indians clenched in his fist. Leading to a revolution by the righteous Azaad (Amitabh Bachchan) Captain James Powell, Clive's second in command contracts the sly thug Firangi (Aamir Khan) to get them Azaad. As destined he finds himself amid Azaad, his rebels and the beautiful warrior Zafira (Fatima Sana Shaikh). Will he forgo his selfish desire for nation's freedom?","Hindi, English","India, Malta, Thailand",4.1
Rangula Ratnam,2018,13-Jan-18,Romance,Shree Ranjani,"Raj Tarun, Chitra Shukla, Sithara","Vishnu is a happy go software engineer sharing a very close bond with his mom. She even suggests him to love a girl. With this, as time passes, he falls in love with Keerthi. After this, some twists arise and how Vishnu manages to solve all the problems forms the rest of the story.",Telugu,India,6.1
3 mukhi,2018,,"Horror, Mystery, Thriller",Aishwarya Addala,"Aishwarya Addala, Yadha Kumar, Satyanand",Nethra doesn't believe in love and she decides to marry a guy of her father's choice. Nethra in her always dreams of a man who meets her after murdering a girl. One day she meets the man of her wild dreams in real life and is startled by his existence. And what happens next? Will be a spooky story unfolds revealing a series of horrifying secrets.,Telugu,India,6.9
Ego,2018,19-Jan-18,Romance,R.V. Subramanyam,"Ajay, Aashish Raj Bidkikar, Chammak Chandra",The adult children of rival families fall in love.,Telugu,India,5.3
Bhaagamathie,2018,26-Jan-18,"Horror, Thriller",Ashok G.,"Anushka Shetty, Jayaram, Unni Mukundan","IAS officer Chanchala Reddy is imprisoned in a haunted house, while she is interrogated by law enforcers investigating a politician they suspect of corruption.","Telugu, Tamil",India,7
Chalo,2018,02-Feb-18,"Action, Comedy, Family",Venky Kudumula,"Naga Shaurya, Rashmika Mandanna, Achyuth Kumar","Hari (Naga Shaurya)'s fascination is fights and disputes. He is always involved in one or the other fight just for the sake of it. In an interesting scenario, Hari is sent to a village called Tiruppuram where Telugu people, headed by Keshava (Achyuth Kumar) and Tamil people, led by Veera Muththu (Mime Gopi) fight with each other. Hari initially shows interest in the fights, but later he falls for Muththu's daughter Karthika (Rashmika Mandanna). Hari, then realizes that his marriage with Karthika will land in an obstacle and decides to know about the fight that happened between the two groups. What happens then? Forms the story of the movie.",Telugu,India,6.2
Touch Chesi Chudu,2018,01-Feb-18,"Action, Comedy, Crime",Vikram Sirikonda,"Ravi Teja, Raashi Khanna, Seerat Kapoor","Karthikeya, who believes that family is everything and puts his family first and can go to any extent to please his family. He even agrees to get married and meets Pushpa. Known to speak his mind, it's not long before he offends her and she rejects his marriage proposal. But as time passes she soon starts falling for him. However, the happy story comes takes a shocking turn when his sister witnesses a murder, one that changes all their lives completely and brings back dark memories.","Telugu, Hindi",India,4.7
Howrah Bridge,2018,02-Feb-18,,Rewon Yadu,"Rajsekhar Aningi, Chandini Chowdary, Vidyullekha Raman","Arjun (Rahul Ravindran) is apparently a grown-up person. His physical attributes suggest that. Sweety (Chandini) is apparently a grown-up person. Her physical attributes suggest that. He comes to her village after 18 years. By then, she is intensely in love with her Bava (played by Ajay). He woos her nevertheless. She doesn't resist him much. A platonic relationship ensues.",Telugu,India,3.9
Gayatri,2018,09-Feb-18,"Drama, Family",Madan,"Mohan Babu, Vishnu Manchu, Shriya Saran","Sivaji, a stage artist, finds whereabouts of his daughter who disappeared two decades ago and finds out that the kidnapper, Gayatri Patel, is an exact lookalike of him.",Telugu,India,5.2
Inttelligent,2018,09-Feb-18,"Action, Crime, Drama",V.V. Vinayak,"Sai Dharam Tej, Lavanya Tripathi, Ashish Vidyarthi","Teja, a software engineer's plans to take down corruption are inspired by real-life incidents that took place in 2014 at Kukapally, Hyderabad.",Telugu,India,3.3
Tholiprema,2018,08-Feb-18,Romance,Venky Atluri,"Varun Tej, Raashi Khanna, Priyadarshi Pulikonda",A love story that weathers time and emotions. Aditya sees Varsha and it is love at first sight for him. What transpires over the next 7 years is what makes their love stronger.,Telugu,India,7.2
Idi Naa Love Story,2018,14-Feb-18,"Drama, Romance",Ramesh Gopi,"Oviya, Tarun","Abhiram is an ad filmmaker and his sister sets him on a trip to Araku Valley with an expectation of hooking him up with her fiance's sister Sruthi. She lives in Araku Valley and Abhi comes there with her sister's words. He meets Abhinaya and he falls for her as they share their past love stories with each other when they both are together. They are happy in love but the expectations of Abhiram on his girlfriend are not met by her, he disappoints. What happens next is crux of the story.",Telugu,India,5.1
Awe!,2018,02-Feb-18,"Drama, Fantasy, Horror",Prasanth Varma,"Kajal Aggarwal, Nithya Menen, Srinivas Avasarala","The film centers around three women characters played by Kajal Aggarwal, Nithya Menen and Regina Cassandra. It's a story-centric film packed with layers, with each character building-up the premise. Ravi Teja has lent voice for a tree and Nani has done it for a fish.",Telugu,India,7.6
Manasuku Nachindi,2018,,"Family, Romance",Manjula Ghattamaneni,Jaanvi Swaroop,,Telugu,India,
Rachayitha,2018,16-Feb-18,Romance,Vidya Sagar Raju,"Sanchita Padukone, Ramya Raj, Vidya Sagar Raju","Aditya Varma's love for Padmavati makes him want to give her a new life as she is desolated but she starts to behave in a strange manner. What happens next, forms the crux.",Telugu,India,7
Soda Goli Soda,2018,16-Feb-18,Drama,Haribabu,"Maanas .N., Hyper Aadi, Brahmanandam",,Telugu,India,
Hyderabad Love Story,2018,,Romance,Raj Satya,"Reshmi Menon, Rahul Ravindran, Jiya","Bhagya Lakshmi falls head over heels for Karthik. She tries hard and somehow wins over Karthick. When everything seems to be going fine between the couple, Karthick's ex-lover, Vaishnavi come into the scene and disrupts the love story. Why did Vaishnavi come back into Karthick's life? What problems did she create and how does he come out of this mess? That forms the rest of the story.",Telugu,India,7
Juvva,2018,22-Feb-18,"Action, Comedy, Drama",Trikoti Peta,"Mohammad Ali, Raghu Babu, Somi Bharath","Basavaraju is an arrogant rich kid who obsessed with his schoolmate Shruthi for which he kills his school principal and is sent to jail. After which Shruthi's parents change her identity and shift her to Hyderabad. There, she gets close to an easy going guy named Rana. When everything seems to be going well in their life, Basavaraju returns from Jail and starts looking for Shruthi.",Telugu,India,3.9
Raa Raa,2018,16-Feb-18,"Drama, Horror",Shankar,"Mohammad Ali, Raghu Babu, Chammak Chandra","Raj Kiran (Sreekanth) is a film director, who is the son of a very successful filmmaker played by Giri Babu. Raj Kiran decides to follow his father's footsteps but all his films end up as disasters. Finally, his father invests his entire savings in one of his directorial ventures and dies of a heart break when that film flops as well. His mother is hospitalised as well and the doctor says that she will recover only if Raj Kiran makes a successful film. A producer comes forward to make a horror film with him on the condition that he directs it entirely in a desolate bungalow in a forest on the outskirts of the city. What they are not prepared for is the actual presence of ghosts in the bungalow. Will Raj Kiran and his team make it out of the bungalow? Does he realise his dream of making a successful film?",Telugu,India,5.8
Ye Mantram Vesave,2018,08-Mar-18,Drama,Shridhar Marri,"Vijay Deverakonda, Aditya, Akshay","A youngster, who is obsessed with gadgets, plays a game to pick up women. However, as the game progresses, things go awry when a woman's life is in danger.",Telugu,India,3.8
Aithe 2.0,2018,16-Mar-18,Action,Raj Madiraju,"Abhishek Gupta, Raj Madiraju, Indraneil Sengupta, Zara Shah","The story follows the lives of four unemployed engineers who turn criminals to avenge an anonymous, yet dangerous cybercriminal.",Telugu,India,
Kirrak Party,2018,15-Mar-18,Comedy,Sharan Koppisetty,"Nikhil Siddharth, Samyuktha Hegde, Simran Pareenja","Krishna a first year student meets Meera a second year student and daughter of a police officer. Everyone in the campus likes Meera and even Krishna's friend. But Meera gets close to Krishna and they both become good friends. Meera is a writer of a book about sex worker's life and she knows the sex worker personally. The sex worker is pregnant and one day she gets labour pain. Meera along with Krishna takes her to the hospital. The sex worker bears a baby girl and keeps the baby's name as Meera. Krishna holds the baby and gets emotional. Meera always saw Krishna as a fun, loving and cheerful guy. Seeing Krishna as innocent and emotional Meera suggests Krishna to discover his second half.",Telugu,India,5.7
Nelluri Pedda Reddy,2018,,Romance,V.J. Reddy,"Mouryani, Satish Reddy",,Telugu,India,
Vadena,2018,,Mystery,Sai Suneel Nimmala,"Neha Deshpande, Nishi Ganda, Ajay Ghosh",,Telugu,India,5.2
Manasainodu,2018,,Romance,Satyavarapu Venkateswararao,"Raghu Babu, Manoj Nandan, Priya Singh","Sreemukhi (Priya Singh) decides to end her life after receiving a strange call. It is later learnt that it was a prank call by Arya (Manoj Nandan), who works for a TV channel. Arya and Sreemukhi turn out to be friends and decide t...",Telugu,India,
